Pot,Manip,Area,Scenario,Sowing,Harvesting
548,ZA13,02_p,WW,2013-01-24,2013-03-11
549,ZA13,02_p,WW,2013-01-24,2013-03-11
550,ZA13,02_p,WW,2013-01-24,2013-03-11
551,ZA13,02_p,WW,2013-01-24,2013-03-11
552,ZA13,02_p,WW,2013-01-24,2013-03-11
553,ZA13,02_p,WW,2013-01-24,2013-03-11
554,ZA13,02_p,WW,2013-01-24,2013-03-11
555,ZA13,02_p,WW,2013-01-24,2013-03-11
556,ZA13,02_p,WW,2013-01-24,2013-03-11
557,ZA13,02_p,WW,2013-01-24,2013-03-11
558,ZA13,02_p,WW,2013-01-24,2013-03-11
559,ZA13,02_p,WW,2013-01-24,2013-03-11
560,ZA13,02_p,WW,2013-01-24,2013-03-11
561,ZA13,02_p,WW,2013-01-24,2013-03-11
562,ZA13,02_p,WW,2013-01-24,2013-03-11
563,ZA13,02_p,WW,2013-01-24,2013-03-11
564,ZA13,02_p,WW,2013-01-24,2013-03-11
565,ZA13,02_p,WW,2013-01-24,2013-03-11
566,ZA13,02_p,WW,2013-01-24,2013-03-11
567,ZA13,02_p,WW,2013-01-24,2013-03-11
568,ZA13,02_p,WW,2013-01-24,2013-03-11
569,ZA13,02_p,WW,2013-01-24,2013-03-11
570,ZA13,02_p,WW,2013-01-24,2013-03-11
571,ZA13,05_p,WW,2013-01-24,2013-03-11
572,ZA13,05_p,WW,2013-01-24,2013-03-11
573,ZA13,05_p,WW,2013-01-24,2013-03-11
574,ZA13,05_p,WW,2013-01-24,2013-03-11
575,ZA13,05_p,WW,2013-01-24,2013-03-11
576,ZA13,05_p,WW,2013-01-24,2013-03-11
577,ZA13,05_p,WW,2013-01-24,2013-03-11
578,ZA13,05_p,WW,2013-01-24,2013-03-11
579,ZA13,05_p,WW,2013-01-24,2013-03-11
580,ZA13,05_p,WW,2013-01-24,2013-03-11
581,ZA13,05_p,WW,2013-01-24,2013-03-11
582,ZA13,05_p,WW,2013-01-24,2013-03-11
583,ZA13,05_p,WW,2013-01-24,2013-03-11
584,ZA13,05_p,WW,2013-01-24,2013-03-11
585,ZA13,05_p,WW,2013-01-24,2013-03-11
586,ZA13,05_p,WW,2013-01-24,2013-03-11
587,ZA13,05_p,WW,2013-01-24,2013-03-11
588,ZA13,05_p,WW,2013-01-24,2013-03-11
589,ZA13,05_p,WW,2013-01-24,2013-03-11
590,ZA13,05_p,WW,2013-01-24,2013-03-11
591,ZA13,05_p,WW,2013-01-24,2013-03-11
592,ZA13,05_p,WW,2013-01-24,2013-03-11
593,ZA13,05_p,WW,2013-01-24,2013-03-11
594,ZA13,05_p,WW,2013-01-24,2013-03-11
595,ZA13,05_p,WW,2013-01-24,2013-03-11
596,ZA13,05_p,WW,2013-01-24,2013-03-11
597,ZA13,05_p,WW,2013-01-24,2013-03-11
598,ZA13,05_p,WW,2013-01-24,2013-03-11
599,ZA13,05_p,WW,2013-01-24,2013-03-11
600,ZA13,05_p,WW,2013-01-24,2013-03-11
601,ZA13,02_p,WW,2013-01-24,2013-03-11
602,ZA13,02_p,WW,2013-01-24,2013-03-11
603,ZA13,02_p,WW,2013-01-24,2013-03-11
604,ZA13,02_p,WW,2013-01-24,2013-03-11
605,ZA13,02_p,WW,2013-01-24,2013-03-11
606,ZA13,02_p,WW,2013-01-24,2013-03-11
607,ZA13,02_p,WW,2013-01-24,2013-03-11
608,ZA13,02_p,WW,2013-01-24,2013-03-11
609,ZA13,02_p,WW,2013-01-24,2013-03-11
610,ZA13,02_p,WW,2013-01-24,2013-03-11
611,ZA13,02_p,WW,2013-01-24,2013-03-11
612,ZA13,02_p,WW,2013-01-24,2013-03-11
613,ZA13,02_p,WW,2013-01-24,2013-03-11
614,ZA13,02_p,WW,2013-01-24,2013-03-11
615,ZA13,02_p,WW,2013-01-24,2013-03-11
616,ZA13,02_p,WW,2013-01-24,2013-03-11
617,ZA13,02_p,WW,2013-01-24,2013-03-11
618,ZA13,02_p,WW,2013-01-24,2013-03-11
619,ZA13,02_p,WW,2013-01-24,2013-03-11
620,ZA13,02_p,WW,2013-01-24,2013-03-11
621,ZA13,02_p,WW,2013-01-24,2013-03-11
622,ZA13,02_p,WW,2013-01-24,2013-03-11
623,ZA13,02_p,WW,2013-01-24,2013-03-11
624,ZA13,02_p,WW,2013-01-24,2013-03-11
625,ZA13,02_p,WW,2013-01-24,2013-03-11
626,ZA13,02_p,WW,2013-01-24,2013-03-11
627,ZA13,02_p,WW,2013-01-24,2013-03-11
628,ZA13,02_p,WW,2013-01-24,2013-03-11
629,ZA13,02_p,WW,2013-01-24,2013-03-11
630,ZA13,02_p,WW,2013-01-24,2013-03-11
631,ZA13,05_p,WW,2013-01-24,2013-03-11
632,ZA13,05_p,WW,2013-01-24,2013-03-11
633,ZA13,05_p,WW,2013-01-24,2013-03-11
634,ZA13,05_p,WW,2013-01-24,2013-03-11
635,ZA13,05_p,WW,2013-01-24,2013-03-11
636,ZA13,05_p,WW,2013-01-24,2013-03-11
637,ZA13,05_p,WW,2013-01-24,2013-03-11
638,ZA13,05_p,WW,2013-01-24,2013-03-11
639,ZA13,05_p,WW,2013-01-24,2013-03-11
640,ZA13,05_p,WW,2013-01-24,2013-03-11
641,ZA13,05_p,WW,2013-01-24,2013-03-11
642,ZA13,05_p,WW,2013-01-24,2013-03-11
643,ZA13,05_p,WW,2013-01-24,2013-03-11
644,ZA13,05_p,WW,2013-01-24,2013-03-11
645,ZA13,05_p,WW,2013-01-24,2013-03-11
646,ZA13,05_p,WW,2013-01-24,2013-03-11
647,ZA13,05_p,WW,2013-01-24,2013-03-11
648,ZA13,05_p,WW,2013-01-24,2013-03-11
649,ZA13,05_p,WW,2013-01-24,2013-03-11
650,ZA13,05_p,WW,2013-01-24,2013-03-11
651,ZA13,05_p,WW,2013-01-24,2013-03-11
652,ZA13,05_p,WW,2013-01-24,2013-03-11
653,ZA13,05_p,WW,2013-01-24,2013-03-11
654,ZA13,05_p,WW,2013-01-24,2013-03-11
655,ZA13,05_p,WW,2013-01-24,2013-03-11
656,ZA13,05_p,WW,2013-01-24,2013-03-11
657,ZA13,05_p,WW,2013-01-24,2013-03-11
658,ZA13,05_p,WW,2013-01-24,2013-03-11
659,ZA13,05_p,WW,2013-01-24,2013-03-11
660,ZA13,05_p,WW,2013-01-24,2013-03-11
661,ZA13,02_p,WW,2013-01-24,2013-03-11
662,ZA13,02_p,WW,2013-01-24,2013-03-11
663,ZA13,02_p,WW,2013-01-24,2013-03-11
664,ZA13,02_p,WW,2013-01-24,2013-03-11
665,ZA13,02_p,WW,2013-01-24,2013-03-11
666,ZA13,02_p,WW,2013-01-24,2013-03-11
667,ZA13,02_p,WW,2013-01-24,2013-03-11
668,ZA13,02_p,WW,2013-01-24,2013-03-11
669,ZA13,02_p,WW,2013-01-24,2013-03-11
670,ZA13,02_p,WW,2013-01-24,2013-03-11
671,ZA13,02_p,WW,2013-01-24,2013-03-11
672,ZA13,02_p,WW,2013-01-24,2013-03-11
673,ZA13,02_p,WW,2013-01-24,2013-03-11
674,ZA13,02_p,WW,2013-01-24,2013-03-11
675,ZA13,02_p,WW,2013-01-24,2013-03-11
676,ZA13,02_p,WW,2013-01-24,2013-03-11
677,ZA13,02_p,WW,2013-01-24,2013-03-11
678,ZA13,02_p,WW,2013-01-24,2013-03-11
679,ZA13,02_p,WW,2013-01-24,2013-03-11
680,ZA13,02_p,WW,2013-01-24,2013-03-11
681,ZA13,02_p,WW,2013-01-24,2013-03-11
682,ZA13,02_p,WW,2013-01-24,2013-03-11
683,ZA13,02_p,WW,2013-01-24,2013-03-11
684,ZA13,02_p,WW,2013-01-24,2013-03-11
685,ZA13,02_p,WW,2013-01-24,2013-03-11
686,ZA13,02_p,WW,2013-01-24,2013-03-11
687,ZA13,02_p,WW,2013-01-24,2013-03-11
688,ZA13,02_p,WW,2013-01-24,2013-03-11
689,ZA13,02_p,WW,2013-01-24,2013-03-11
690,ZA13,02_p,WW,2013-01-24,2013-03-11
691,ZA13,05_p,WW,2013-01-24,2013-03-11
692,ZA13,05_p,WW,2013-01-24,2013-03-11
693,ZA13,05_p,WW,2013-01-24,2013-03-11
694,ZA13,05_p,WW,2013-01-24,2013-03-11
695,ZA13,05_p,WW,2013-01-24,2013-03-11
696,ZA13,05_p,WW,2013-01-24,2013-03-11
697,ZA13,05_p,WW,2013-01-24,2013-03-11
698,ZA13,05_p,WW,2013-01-24,2013-03-11
699,ZA13,05_p,WW,2013-01-24,2013-03-11
700,ZA13,05_p,WW,2013-01-24,2013-03-11
701,ZA13,05_p,WW,2013-01-24,2013-03-11
702,ZA13,05_p,WW,2013-01-24,2013-03-11
703,ZA13,05_p,WW,2013-01-24,2013-03-11
704,ZA13,05_p,WW,2013-01-24,2013-03-11
705,ZA13,05_p,WW,2013-01-24,2013-03-11
706,ZA13,05_p,WW,2013-01-24,2013-03-11
707,ZA13,05_p,WW,2013-01-24,2013-03-11
708,ZA13,05_p,WW,2013-01-24,2013-03-11
709,ZA13,05_p,WW,2013-01-24,2013-03-11
710,ZA13,05_p,WW,2013-01-24,2013-03-11
711,ZA13,05_p,WW,2013-01-24,2013-03-11
712,ZA13,05_p,WW,2013-01-24,2013-03-11
713,ZA13,05_p,WW,2013-01-24,2013-03-11
714,ZA13,05_p,WW,2013-01-24,2013-03-11
715,ZA13,05_p,WW,2013-01-24,2013-03-11
716,ZA13,05_p,WW,2013-01-24,2013-03-11
717,ZA13,05_p,WW,2013-01-24,2013-03-11
718,ZA13,05_p,WW,2013-01-24,2013-03-11
719,ZA13,05_p,WW,2013-01-24,2013-03-11
720,ZA13,05_p,WW,2013-01-24,2013-03-11
721,ZA13,02_p,WW,2013-01-24,2013-03-11
722,ZA13,02_p,WW,2013-01-24,2013-03-11
723,ZA13,02_p,WW,2013-01-24,2013-03-11
724,ZA13,02_p,WW,2013-01-24,2013-03-11
725,ZA13,02_p,WW,2013-01-24,2013-03-11
726,ZA13,02_p,WW,2013-01-24,2013-03-11
727,ZA13,02_p,WW,2013-01-24,2013-03-11
728,ZA13,02_p,WW,2013-01-24,2013-03-11
729,ZA13,02_p,WW,2013-01-24,2013-03-11
730,ZA13,02_p,WW,2013-01-24,2013-03-11
731,ZA13,02_p,WW,2013-01-24,2013-03-11
732,ZA13,02_p,WW,2013-01-24,2013-03-11
733,ZA13,02_p,WW,2013-01-24,2013-03-11
734,ZA13,02_p,WW,2013-01-24,2013-03-11
735,ZA13,02_p,WW,2013-01-24,2013-03-11
736,ZA13,02_p,WW,2013-01-24,2013-03-11
737,ZA13,02_p,WW,2013-01-24,2013-03-11
738,ZA13,02_p,WW,2013-01-24,2013-03-11
739,ZA13,02_p,WW,2013-01-24,2013-03-11
740,ZA13,02_p,WW,2013-01-24,2013-03-11
741,ZA13,02_p,WW,2013-01-24,2013-03-11
742,ZA13,02_p,WW,2013-01-24,2013-03-11
743,ZA13,02_p,WW,2013-01-24,2013-03-11
744,ZA13,02_p,WW,2013-01-24,2013-03-11
745,ZA13,02_p,WW,2013-01-24,2013-03-11
746,ZA13,02_p,WW,2013-01-24,2013-03-11
747,ZA13,02_p,WW,2013-01-24,2013-03-11
748,ZA13,02_p,WW,2013-01-24,2013-03-11
749,ZA13,02_p,WW,2013-01-24,2013-03-11
750,ZA13,02_p,WW,2013-01-24,2013-03-11
751,ZA13,05_p,WW,2013-01-24,2013-03-11
752,ZA13,05_p,WW,2013-01-24,2013-03-11
753,ZA13,05_p,WW,2013-01-24,2013-03-11
754,ZA13,05_p,WW,2013-01-24,2013-03-11
755,ZA13,05_p,WW,2013-01-24,2013-03-11
756,ZA13,05_p,WW,2013-01-24,2013-03-11
757,ZA13,05_p,WW,2013-01-24,2013-03-11
758,ZA13,05_p,WW,2013-01-24,2013-03-11
759,ZA13,05_p,WW,2013-01-24,2013-03-11
760,ZA13,05_p,WW,2013-01-24,2013-03-11
761,ZA13,05_p,WW,2013-01-24,2013-03-11
762,ZA13,05_p,WW,2013-01-24,2013-03-11
763,ZA13,05_p,WW,2013-01-24,2013-03-11
764,ZA13,05_p,WW,2013-01-24,2013-03-11
765,ZA13,05_p,WW,2013-01-24,2013-03-11
766,ZA13,05_p,WW,2013-01-24,2013-03-11
767,ZA13,05_p,WW,2013-01-24,2013-03-11
768,ZA13,05_p,WW,2013-01-24,2013-03-11
769,ZA13,05_p,WW,2013-01-24,2013-03-11
770,ZA13,05_p,WW,2013-01-24,2013-03-11
771,ZA13,05_p,WW,2013-01-24,2013-03-11
772,ZA13,05_p,WW,2013-01-24,2013-03-11
773,ZA13,05_p,WW,2013-01-24,2013-03-11
774,ZA13,05_p,WW,2013-01-24,2013-03-11
775,ZA13,05_p,WW,2013-01-24,2013-03-11
776,ZA13,05_p,WW,2013-01-24,2013-03-11
777,ZA13,05_p,WW,2013-01-24,2013-03-11
778,ZA13,05_p,WW,2013-01-24,2013-03-11
779,ZA13,05_p,WW,2013-01-24,2013-03-11
780,ZA13,05_p,WW,2013-01-24,2013-03-11
781,ZA13,02_p,WD,2013-01-25,2013-03-12
782,ZA13,02_p,WD,2013-01-25,2013-03-12
783,ZA13,02_p,WD,2013-01-25,2013-03-12
784,ZA13,02_p,WD,2013-01-25,2013-03-12
785,ZA13,02_p,WD,2013-01-25,2013-03-12
786,ZA13,02_p,WD,2013-01-25,2013-03-12
787,ZA13,02_p,WD,2013-01-25,2013-03-12
788,ZA13,02_p,WD,2013-01-25,2013-03-12
789,ZA13,02_p,WD,2013-01-25,2013-03-12
790,ZA13,02_p,WD,2013-01-25,2013-03-12
791,ZA13,02_p,WD,2013-01-25,2013-03-12
792,ZA13,02_p,WD,2013-01-25,2013-03-12
793,ZA13,02_p,WD,2013-01-25,2013-03-12
794,ZA13,02_p,WD,2013-01-25,2013-03-12
795,ZA13,02_p,WD,2013-01-25,2013-03-12
796,ZA13,02_p,WD,2013-01-25,2013-03-12
797,ZA13,02_p,WD,2013-01-25,2013-03-12
798,ZA13,02_p,WD,2013-01-25,2013-03-12
799,ZA13,02_p,WD,2013-01-25,2013-03-12
800,ZA13,02_p,WD,2013-01-25,2013-03-12
801,ZA13,02_p,WD,2013-01-25,2013-03-12
802,ZA13,02_p,WD,2013-01-25,2013-03-12
803,ZA13,02_p,WD,2013-01-25,2013-03-12
804,ZA13,02_p,WD,2013-01-25,2013-03-12
805,ZA13,02_p,WD,2013-01-25,2013-03-12
806,ZA13,02_p,WD,2013-01-25,2013-03-12
807,ZA13,02_p,WD,2013-01-25,2013-03-12
808,ZA13,02_p,WD,2013-01-25,2013-03-12
809,ZA13,02_p,WD,2013-01-25,2013-03-12
810,ZA13,02_p,WD,2013-01-25,2013-03-12
811,ZA13,05_p,WD,2013-01-25,2013-03-12
812,ZA13,05_p,WD,2013-01-25,2013-03-12
813,ZA13,05_p,WD,2013-01-25,2013-03-12
814,ZA13,05_p,WD,2013-01-25,2013-03-12
815,ZA13,05_p,WD,2013-01-25,2013-03-12
816,ZA13,05_p,WD,2013-01-25,2013-03-12
817,ZA13,05_p,WD,2013-01-25,2013-03-12
818,ZA13,05_p,WD,2013-01-25,2013-03-12
819,ZA13,05_p,WD,2013-01-25,2013-03-12
820,ZA13,05_p,WD,2013-01-25,2013-03-12
821,ZA13,05_p,WD,2013-01-25,2013-03-12
822,ZA13,05_p,WD,2013-01-25,2013-03-12
823,ZA13,05_p,WD,2013-01-25,2013-03-12
824,ZA13,05_p,WD,2013-01-25,2013-03-12
825,ZA13,05_p,WD,2013-01-25,2013-03-12
826,ZA13,05_p,WD,2013-01-25,2013-03-12
827,ZA13,05_p,WD,2013-01-25,2013-03-12
828,ZA13,05_p,WD,2013-01-25,2013-03-12
829,ZA13,05_p,WD,2013-01-25,2013-03-12
830,ZA13,05_p,WD,2013-01-25,2013-03-12
831,ZA13,05_p,WD,2013-01-25,2013-03-12
832,ZA13,05_p,WD,2013-01-25,2013-03-12
833,ZA13,05_p,WD,2013-01-25,2013-03-12
834,ZA13,05_p,WD,2013-01-25,2013-03-12
835,ZA13,05_p,WD,2013-01-25,2013-03-12
836,ZA13,05_p,WD,2013-01-25,2013-03-12
837,ZA13,05_p,WD,2013-01-25,2013-03-12
838,ZA13,05_p,WD,2013-01-25,2013-03-12
839,ZA13,05_p,WD,2013-01-25,2013-03-12
840,ZA13,05_p,WD,2013-01-25,2013-03-12
841,ZA13,02_p,WD,2013-01-25,2013-03-12
842,ZA13,02_p,WD,2013-01-25,2013-03-12
843,ZA13,02_p,WD,2013-01-25,2013-03-12
844,ZA13,02_p,WD,2013-01-25,2013-03-12
845,ZA13,02_p,WD,2013-01-25,2013-03-12
846,ZA13,02_p,WD,2013-01-25,2013-03-12
847,ZA13,02_p,WD,2013-01-25,2013-03-12
848,ZA13,02_p,WD,2013-01-25,2013-03-12
849,ZA13,02_p,WD,2013-01-25,2013-03-12
850,ZA13,02_p,WD,2013-01-25,2013-03-12
851,ZA13,02_p,WD,2013-01-25,2013-03-12
852,ZA13,02_p,WD,2013-01-25,2013-03-12
853,ZA13,02_p,WD,2013-01-25,2013-03-12
854,ZA13,02_p,WD,2013-01-25,2013-03-12
855,ZA13,02_p,WD,2013-01-25,2013-03-12
856,ZA13,02_p,WD,2013-01-25,2013-03-12
857,ZA13,02_p,WD,2013-01-25,2013-03-12
858,ZA13,02_p,WD,2013-01-25,2013-03-12
859,ZA13,02_p,WD,2013-01-25,2013-03-12
860,ZA13,02_p,WD,2013-01-25,2013-03-12
861,ZA13,02_p,WD,2013-01-25,2013-03-12
862,ZA13,02_p,WD,2013-01-25,2013-03-12
863,ZA13,02_p,WD,2013-01-25,2013-03-12
864,ZA13,02_p,WD,2013-01-25,2013-03-12
865,ZA13,02_p,WD,2013-01-25,2013-03-12
866,ZA13,02_p,WD,2013-01-25,2013-03-12
867,ZA13,02_p,WD,2013-01-25,2013-03-12
868,ZA13,02_p,WD,2013-01-25,2013-03-12
869,ZA13,02_p,WD,2013-01-25,2013-03-12
870,ZA13,02_p,WD,2013-01-25,2013-03-12
871,ZA13,05_p,WD,2013-01-25,2013-03-12
872,ZA13,05_p,WD,2013-01-25,2013-03-12
873,ZA13,05_p,WD,2013-01-25,2013-03-12
874,ZA13,05_p,WD,2013-01-25,2013-03-12
875,ZA13,05_p,WD,2013-01-25,2013-03-12
876,ZA13,05_p,WD,2013-01-25,2013-03-12
877,ZA13,05_p,WD,2013-01-25,2013-03-12
878,ZA13,05_p,WD,2013-01-25,2013-03-12
879,ZA13,05_p,WD,2013-01-25,2013-03-12
880,ZA13,05_p,WD,2013-01-25,2013-03-12
881,ZA13,05_p,WD,2013-01-25,2013-03-12
882,ZA13,05_p,WD,2013-01-25,2013-03-12
883,ZA13,05_p,WD,2013-01-25,2013-03-12
884,ZA13,05_p,WD,2013-01-25,2013-03-12
885,ZA13,05_p,WD,2013-01-25,2013-03-12
886,ZA13,05_p,WD,2013-01-25,2013-03-12
887,ZA13,05_p,WD,2013-01-25,2013-03-12
888,ZA13,05_p,WD,2013-01-25,2013-03-12
889,ZA13,05_p,WD,2013-01-25,2013-03-12
890,ZA13,05_p,WD,2013-01-25,2013-03-12
891,ZA13,05_p,WD,2013-01-25,2013-03-12
892,ZA13,05_p,WD,2013-01-25,2013-03-12
893,ZA13,05_p,WD,2013-01-25,2013-03-12
894,ZA13,05_p,WD,2013-01-25,2013-03-12
895,ZA13,05_p,WD,2013-01-25,2013-03-12
896,ZA13,05_p,WD,2013-01-25,2013-03-12
897,ZA13,05_p,WD,2013-01-25,2013-03-12
898,ZA13,05_p,WD,2013-01-25,2013-03-12
899,ZA13,05_p,WD,2013-01-25,2013-03-12
900,ZA13,05_p,WD,2013-01-25,2013-03-12
901,ZA13,02_p,WD,2013-01-25,2013-03-12
902,ZA13,02_p,WD,2013-01-25,2013-03-12
903,ZA13,02_p,WD,2013-01-25,2013-03-12
904,ZA13,02_p,WD,2013-01-25,2013-03-12
905,ZA13,02_p,WD,2013-01-25,2013-03-12
906,ZA13,02_p,WD,2013-01-25,2013-03-12
907,ZA13,02_p,WD,2013-01-25,2013-03-12
908,ZA13,02_p,WD,2013-01-25,2013-03-12
909,ZA13,02_p,WD,2013-01-25,2013-03-12
910,ZA13,02_p,WD,2013-01-25,2013-03-12
911,ZA13,02_p,WD,2013-01-25,2013-03-12
912,ZA13,02_p,WD,2013-01-25,2013-03-12
913,ZA13,02_p,WD,2013-01-25,2013-03-12
914,ZA13,02_p,WD,2013-01-25,2013-03-12
915,ZA13,02_p,WD,2013-01-25,2013-03-12
916,ZA13,02_p,WD,2013-01-25,2013-03-12
917,ZA13,02_p,WD,2013-01-25,2013-03-12
918,ZA13,02_p,WD,2013-01-25,2013-03-12
919,ZA13,02_p,WD,2013-01-25,2013-03-12
920,ZA13,02_p,WD,2013-01-25,2013-03-12
921,ZA13,02_p,WD,2013-01-25,2013-03-12
922,ZA13,02_p,WD,2013-01-25,2013-03-12
923,ZA13,02_p,WD,2013-01-25,2013-03-12
924,ZA13,02_p,WD,2013-01-25,2013-03-12
925,ZA13,02_p,WD,2013-01-25,2013-03-12
926,ZA13,02_p,WD,2013-01-25,2013-03-12
927,ZA13,02_p,WD,2013-01-25,2013-03-12
928,ZA13,02_p,WD,2013-01-25,2013-03-12
929,ZA13,02_p,WD,2013-01-25,2013-03-12
930,ZA13,02_p,WD,2013-01-25,2013-03-12
931,ZA13,05_p,WD,2013-01-25,2013-03-12
932,ZA13,05_p,WD,2013-01-25,2013-03-12
933,ZA13,05_p,WD,2013-01-25,2013-03-12
934,ZA13,05_p,WD,2013-01-25,2013-03-12
935,ZA13,05_p,WD,2013-01-25,2013-03-12
936,ZA13,05_p,WD,2013-01-25,2013-03-12
937,ZA13,05_p,WD,2013-01-25,2013-03-12
938,ZA13,05_p,WD,2013-01-25,2013-03-12
939,ZA13,05_p,WD,2013-01-25,2013-03-12
940,ZA13,05_p,WD,2013-01-25,2013-03-12
941,ZA13,05_p,WD,2013-01-25,2013-03-12
942,ZA13,05_p,WD,2013-01-25,2013-03-12
943,ZA13,05_p,WD,2013-01-25,2013-03-12
944,ZA13,05_p,WD,2013-01-25,2013-03-12
945,ZA13,05_p,WD,2013-01-25,2013-03-12
946,ZA13,05_p,WD,2013-01-25,2013-03-12
947,ZA13,05_p,WD,2013-01-25,2013-03-12
948,ZA13,05_p,WD,2013-01-25,2013-03-12
949,ZA13,05_p,WD,2013-01-25,2013-03-12
950,ZA13,05_p,WD,2013-01-25,2013-03-12
951,ZA13,05_p,WD,2013-01-25,2013-03-12
952,ZA13,05_p,WD,2013-01-25,2013-03-12
953,ZA13,05_p,WD,2013-01-25,2013-03-12
954,ZA13,05_p,WD,2013-01-25,2013-03-12
955,ZA13,05_p,WD,2013-01-25,2013-03-12
956,ZA13,05_p,WD,2013-01-25,2013-03-12
957,ZA13,05_p,WD,2013-01-25,2013-03-12
958,ZA13,05_p,WD,2013-01-25,2013-03-12
959,ZA13,05_p,WD,2013-01-25,2013-03-12
960,ZA13,05_p,WD,2013-01-25,2013-03-12
961,ZA13,02_p,WD,2013-01-25,2013-03-12
962,ZA13,02_p,WD,2013-01-25,2013-03-12
963,ZA13,02_p,WD,2013-01-25,2013-03-12
964,ZA13,02_p,WD,2013-01-25,2013-03-12
965,ZA13,02_p,WD,2013-01-25,2013-03-12
966,ZA13,02_p,WD,2013-01-25,2013-03-12
967,ZA13,02_p,WD,2013-01-25,2013-03-12
968,ZA13,02_p,WD,2013-01-25,2013-03-12
969,ZA13,02_p,WD,2013-01-25,2013-03-12
970,ZA13,02_p,WD,2013-01-25,2013-03-12
971,ZA13,02_p,WD,2013-01-25,2013-03-12
972,ZA13,02_p,WD,2013-01-25,2013-03-12
973,ZA13,02_p,WD,2013-01-25,2013-03-12
974,ZA13,02_p,WD,2013-01-25,2013-03-12
975,ZA13,02_p,WD,2013-01-25,2013-03-12
976,ZA13,02_p,WD,2013-01-25,2013-03-12
977,ZA13,02_p,WD,2013-01-25,2013-03-12
978,ZA13,02_p,WD,2013-01-25,2013-03-12
979,ZA13,02_p,WD,2013-01-25,2013-03-12
980,ZA13,02_p,WD,2013-01-25,2013-03-12
981,ZA13,02_p,WD,2013-01-25,2013-03-12
982,ZA13,02_p,WD,2013-01-25,2013-03-12
983,ZA13,02_p,WD,2013-01-25,2013-03-12
984,ZA13,02_p,WD,2013-01-25,2013-03-12
985,ZA13,02_p,WD,2013-01-25,2013-03-12
986,ZA13,02_p,WD,2013-01-25,2013-03-12
987,ZA13,02_p,WD,2013-01-25,2013-03-12
988,ZA13,02_p,WD,2013-01-25,2013-03-12
989,ZA13,02_p,WD,2013-01-25,2013-03-12
990,ZA13,02_p,WD,2013-01-25,2013-03-12
991,ZA13,05_p,WD,2013-01-25,2013-03-12
992,ZA13,05_p,WD,2013-01-25,2013-03-12
993,ZA13,05_p,WD,2013-01-25,2013-03-12
994,ZA13,05_p,WD,2013-01-25,2013-03-12
995,ZA13,05_p,WD,2013-01-25,2013-03-12
996,ZA13,05_p,WD,2013-01-25,2013-03-12
997,ZA13,05_p,WD,2013-01-25,2013-03-12
998,ZA13,05_p,WD,2013-01-25,2013-03-12
999,ZA13,05_p,WD,2013-01-25,2013-03-12
1000,ZA13,05_p,WD,2013-01-25,2013-03-12
1001,ZA13,05_p,WD,2013-01-25,2013-03-12
1002,ZA13,05_p,WD,2013-01-25,2013-03-12
1003,ZA13,05_p,WD,2013-01-25,2013-03-12
1004,ZA13,05_p,WD,2013-01-25,2013-03-12
1005,ZA13,05_p,WD,2013-01-25,2013-03-12
1006,ZA13,05_p,WD,2013-01-25,2013-03-12
1007,ZA13,05_p,WD,2013-01-25,2013-03-12
1008,ZA13,05_p,WD,2013-01-25,2013-03-12
1009,ZA13,05_p,WD,2013-01-25,2013-03-12
1010,ZA13,05_p,WD,2013-01-25,2013-03-12
1011,ZA13,05_p,WD,2013-01-25,2013-03-12
1012,ZA13,05_p,WD,2013-01-25,2013-03-12
1013,ZA13,05_p,WD,2013-01-25,2013-03-12
1014,ZA13,05_p,WD,2013-01-25,2013-03-12
1015,ZA13,05_p,WD,2013-01-25,2013-03-12
1016,ZA13,05_p,WD,2013-01-25,2013-03-12
1017,ZA13,05_p,WD,2013-01-25,2013-03-12
1018,ZA13,05_p,WD,2013-01-25,2013-03-12
1019,ZA13,05_p,WD,2013-01-25,2013-03-12
1020,ZA13,05_p,WD,2013-01-25,2013-03-12
1021,ZA13,02_p,WD,2013-01-25,2013-03-12
1022,ZA13,02_p,WD,2013-01-25,2013-03-12
1023,ZA13,02_p,WD,2013-01-25,2013-03-12
1024,ZA13,02_p,WD,2013-01-25,2013-03-12
1025,ZA13,02_p,WD,2013-01-25,2013-03-12
1026,ZA13,02_p,WD,2013-01-25,2013-03-12
1027,ZA13,02_p,WD,2013-01-25,2013-03-12
1028,ZA13,02_p,WD,2013-01-25,2013-03-12
1029,ZA13,02_p,WD,2013-01-25,2013-03-12
1030,ZA13,02_p,WD,2013-01-25,2013-03-12
1031,ZA13,02_p,WD,2013-01-25,2013-03-12
1032,ZA13,02_p,WD,2013-01-25,2013-03-12
1033,ZA13,02_p,WD,2013-01-25,2013-03-12
1034,ZA13,02_p,WD,2013-01-25,2013-03-12
1035,ZA13,02_p,WD,2013-01-25,2013-03-12
1036,ZA13,02_p,WD,2013-01-25,2013-03-12
1037,ZA13,02_p,WD,2013-01-25,2013-03-12
1038,ZA13,02_p,WD,2013-01-25,2013-03-12
1039,ZA13,02_p,WD,2013-01-25,2013-03-12
1040,ZA13,02_p,WD,2013-01-25,2013-03-12
1041,ZA13,02_p,WD,2013-01-25,2013-03-12
1042,ZA13,02_p,WD,2013-01-25,2013-03-12
1043,ZA13,02_p,WD,2013-01-25,2013-03-12
1044,ZA13,02_p,WD,2013-01-25,2013-03-12
